id,region,town,city,price,price_per_meter,area,room_count,oldness,floor_count,has_parking,has_storeroom,has_elevator,has_loan,lat,lon,updated_at
dj_5ggdPOw4=,2,sadeghiyeh,tehran,6150,82,75,2,27,3,True,True,False,False,35.715333,51.337624,2023-12-02T15:43:55.049278+03:30
yPxdUvEwCP8=,2,shademan-behboodi,tehran,9500,95,100,2,12,1,True,True,True,False,35.710468,51.369808,2023-12-02T15:43:55.049278+03:30
8lxUhsW9PUg=,2,shademan-behboodi,tehran,9300,96,96,2,10,5,True,True,True,False,35.710468,51.369808,2023-12-02T15:43:55.265194+03:30
jGQ4HMT9KTA=,2,shademan-behboodi,tehran,9500,105,90,2,5,3,True,True,True,False,35.706894,51.3631,2023-12-02T15:43:55.381937+03:30
lyJXN2vqpVE=,2,shademan-behboodi,tehran,8700,75,115,2,30,2,True,True,False,False,35.703714,51.362514,2023-12-02T15:43:56.013102+03:30
l_pIS6G7MHc=,2,shademan-behboodi,tehran,6250,72,86,2,8,1,True,False,True,False,35.710468,51.369808,2023-12-02T15:43:56.097539+03:30
I3ZQ1QqyfgM=,2,sadeghiyeh,tehran,13000,100,130,3,10,4,True,True,True,False,35.722547,51.341773,2023-12-02T15:43:56.182220+03:30
H5OYZc9RIzw=,2,shademan-behboodi,tehran,3600,51,70,2,11,4,True,True,True,True,35.710468,51.369808,2023-12-02T15:43:56.135320+03:30
9ZoafzYchpw=,2,shademan-behboodi,tehran,2800,46,60,1,18,1,True,True,False,False,35.710468,51.369808,2023-12-02T15:43:56.213474+03:30
0yONcmY1lBA=,2,sadeghiyeh,tehran,9900,97,102,2,5,2,True,True,True,False,35.722547,51.341773,2023-12-02T15:43:56.282537+03:30
XupKx8Jy0e4=,2,shademan-behboodi,tehran,4750,66,71,1,8,5,True,False,True,False,35.710468,51.369808,2023-12-02T15:43:56.335933+03:30
QgabY61wDsg=,2,shademan-behboodi,tehran,5850,81,72,2,25,2,True,True,False,False,35.710468,51.369808,2023-12-02T15:43:56.382839+03:30
4IPRs9NBTVA=,2,shademan-behboodi,tehran,12750,85,150,3,10,4,True,True,True,False,35.705438,51.362395,2023-12-02T15:43:57.073731+03:30
lcxQ8Oqlk7c=,2,shademan-behboodi,tehran,13450,100,134,3,7,5,True,True,True,False,35.709514,51.369308,2023-12-02T15:43:57.089351+03:30
q1q6qCYDRvg=,2,shademan-behboodi,tehran,13850,99,139,2,12,4,True,True,True,False,35.710039,51.366389,2023-12-02T15:43:57.465784+03:30
4KZ0A9IydB0=,2,shademan-behboodi,tehran,5000,92,54,1,20,2,True,False,False,False,35.709202,51.36837,2023-12-02T15:43:58.309311+03:30
KXy7~XMvj_0=,2,shademan-behboodi,tehran,7500,69,108,3,30,1,True,False,False,False,35.705,51.4216,2023-12-02T15:43:58.378236+03:30
ZeOFv7vONzA=,2,saadat-abad,tehran,17500,154,113,2,17,3,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:58.663265+03:30
4q2Rda4ySGA=,2,saadat-abad,tehran,14000,133,105,2,9,1,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:58.695687+03:30
Pn8tfLuIWTA=,2,saadat-abad,tehran,23000,143,160,3,17,5,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:58.742577+03:30
Tf8I1f7E71k=,2,saadat-abad,tehran,72800,280,260,3,2,6,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:58.778379+03:30
AnhDN4qNyNE=,2,saadat-abad,tehran,22000,139,158,3,16,5,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:59.065806+03:30
GkpiSV6My_E=,2,saadat-abad,tehran,22140,135,164,3,19,2,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:59.150453+03:30
9r6YAMqZyR8=,2,shademan-behboodi,tehran,7500,69,108,3,30,1,True,False,False,False,35.720145,51.357105,2023-12-02T15:43:59.366386+03:30
jB12x54rnbw=,2,saadat-abad,tehran,24500,148,165,3,12,3,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:59.413251+03:30
aCm7EwLG3a0=,2,saadat-abad,tehran,40000,210,190,3,17,2,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:59.744526+03:30
mLFuGURcx7Q=,2,saadat-abad,tehran,13000,132,98,2,20,1,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:59.798351+03:30
4J4GvJw1f6g=,2,saadat-abad,tehran,23000,148,155,3,18,3,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:59.851362+03:30
MEB1m5IJPlg=,2,saadat-abad,tehran,18500,137,135,3,20,4,True,True,True,False,35.786326,51.381104,2023-12-02T15:43:59.882643+03:30
b38GIyOcoPE=,2,saadat-abad,tehran,7300,128,57,1,14,1,True,True,True,False,35.786326,51.381104,2023-12-02T15:44:00.029834+03:30
8WHdjduT4dU=,2,saadat-abad,tehran,26000,185,140,3,20,13,True,True,True,False,35.786326,51.381104,2023-12-02T15:44:00.151987+03:30
qkSds2VY6lg=,2,saadat-abad,tehran,21000,110,190,4,18,14,True,True,True,False,35.786326,51.381104,2023-12-02T15:44:00.183273+03:30
4UwBWhurCeg=,2,saadat-abad,tehran,8500,121,70,1,10,2,True,True,True,True,35.786326,51.381104,2023-12-02T15:44:00.484209+03:30
D~qJwljPtaQ=,2,saadat-abad,tehran,20300,150,135,3,9,4,True,True,True,False,35.786326,51.381104,2023-12-02T15:44:00.947689+03:30
NVng_E7gJhw=,2,saadat-abad,tehran,15900,139,114,2,5,4,True,True,True,True,35.786326,51.381104,2023-12-02T15:44:01.048104+03:30
JP0VyB_vEDQ=,2,saadat-abad,tehran,9000,100,90,2,18,4,True,True,True,False,35.786326,51.381104,2023-12-02T15:44:01.081761+03:30
KQiqi9piRR4=,2,saadat-abad,tehran,9500,139,68,1,16,5,True,True,True,True,35.786326,51.381104,2023-12-02T15:44:01.150942+03:30
FhNbH963flc=,2,saadat-abad,tehran,14000,140,100,2,20,1,True,True,True,False,35.786326,51.381104,2023-12-02T15:44:01.370957+03:30
ANjlUpMhpGo=,3,jordan,tehran,12000,162,74,1,3,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:01.801546+03:30
Xyer_zi~NVk=,3,jordan,tehran,19000,118,160,2,20,2,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:01.883110+03:30
ba0WMtMTwX4=,3,jordan,tehran,19000,157,121,2,17,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:01.924068+03:30
6OoETWp6RsU=,2,saadat-abad,tehran,13500,139,97,2,15,4,True,True,True,False,35.786326,51.381104,2023-12-02T15:44:02.492497+03:30
AGCGlIH9y9A=,3,jordan,tehran,11400,134,85,2,17,4,True,True,True,False,35.758978,51.412418,2023-12-02T15:44:02.793086+03:30
wdfsLqYR1ZA=,3,jordan,tehran,36700,129,283,4,15,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:02.824188+03:30
t0f74nEqvkM=,3,jordan,tehran,20000,70,285,4,35,4,False,False,False,False,35.764398,51.418923,2023-12-02T15:44:02.877565+03:30
AYHUpZuELq0=,3,jordan,tehran,37000,127,290,4,35,2,True,True,False,False,35.764398,51.418923,2023-12-02T15:44:02.924463+03:30
psqOV3tJgtU=,3,jordan,tehran,36500,219,166,3,2,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:03.526265+03:30
lOA7inHKJZo=,3,jordan,tehran,44200,170,260,3,21,6,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:03.579666+03:30
HtJWkyumHHM=,3,jordan,tehran,30000,138,216,3,32,3,True,True,False,False,35.764398,51.418923,2023-12-02T15:44:03.595305+03:30
P61CvQKrHzc=,3,jordan,tehran,23000,127,180,3,20,3,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:03.642200+03:30
WRZLU6x6~ww=,3,jordan,tehran,22000,162,135,3,7,3,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:03.679971+03:30
2esjYGfTt9s=,3,jordan,tehran,25000,112,223,3,35,14,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:03.780276+03:30
cQtOSVpc54o=,3,jordan,tehran,17299,138,125,2,5,1,True,True,True,True,35.764398,51.418923,2023-12-02T15:44:04.107863+03:30
vPIATKR1Hs8=,3,jordan,tehran,11500,121,95,2,17,1,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:04.259445+03:30
oCtoJjgnR6c=,3,jordan,tehran,13200,141,93,2,15,4,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:04.312879+03:30
pcoD29Dnrhs=,3,jordan,tehran,33000,183,180,4,5,1,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:04.928825+03:30
RPyNRQcgmFQ=,3,jordan,tehran,12300,144,85,2,8,1,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:05.244648+03:30
3zCx0Z3i~Lc=,3,jordan,tehran,9900,162,61,1,10,3,True,False,True,False,35.764398,51.418923,2023-12-02T15:44:05.282415+03:30
85B4YumCpUc=,3,jordan,tehran,12100,122,99,2,18,1,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:05.460876+03:30
LRuo2J1o33U=,3,jordan,tehran,30800,175,176,2,6,2,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:05.520048+03:30
9K_DR~QHVig=,3,jordan,tehran,33700,182,185,2,3,2,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:05.830699+03:30
n~OQ2zTQCFM=,3,jordan,tehran,20150,155,130,1,12,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:05.881438+03:30
2oUTzo~bOak=,3,jordan,tehran,7500,100,75,2,12,3,False,True,True,False,35.764398,51.418923,2023-12-02T15:44:06.169898+03:30
fklayLKVFpY=,3,jordan,tehran,23700,148,160,3,20,4,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:06.245950+03:30
mUi58PAJob4=,3,jordan,tehran,30800,175,176,0,6,2,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:07.010178+03:30
pKstGHZDupw=,3,jordan,tehran,10100,126,80,2,15,2,True,False,True,False,35.764398,51.418923,2023-12-02T15:44:07.388161+03:30
Lr7iON8U~Do=,3,jordan,tehran,10990,115,95,2,24,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:07.488532+03:30
X_8T2dXIBro=,3,jordan,tehran,7750,129,60,2,27,2,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:07.805033+03:30
F3x3BLvZoKQ=,3,jordan,tehran,30625,175,175,2,10,2,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:08.444122+03:30
f2CxkSuO818=,3,jordan,tehran,65000,1000,65,2,20,8,False,True,True,False,35.764398,51.418923,2023-12-02T15:44:08.675560+03:30
wxEfb4agk~s=,3,jordan,tehran,20000,153,130,2,10,4,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:08.807318+03:30
3G5dusdWkas=,3,jordan,tehran,10600,160,66,2,18,2,True,False,True,False,35.764398,51.418923,2023-12-02T15:44:08.891871+03:30
WNaTfwxTZa0=,3,jordan,tehran,10500,95,110,3,18,8,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:08.960929+03:30
GEjLvNR2VE0=,3,jordan,tehran,30625,175,175,2,20,13,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:09.007807+03:30
AGCGlIH9y9A=,3,jordan,tehran,11400,134,85,2,17,4,True,True,True,False,35.758978,51.412418,2023-12-02T15:44:09.440256+03:30
pBbI2ZCXcwc=,3,jordan,tehran,11000,115,95,2,30,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:09.926171+03:30
v~xj_9I2p_Y=,3,jordan,tehran,18000,116,155,3,40,1,True,True,False,False,35.764398,51.418923,2023-12-02T15:44:10.064283+03:30
DfxDFAbQp2w=,3,jordan,tehran,19770,163,121,2,10,3,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:10.227093+03:30
TYItmXvsYIE=,3,jordan,tehran,14000,159,88,2,20,1,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:10.442985+03:30
ImopTWIVmwI=,3,jordan,tehran,7800,108,72,2,10,3,True,False,True,False,35.764398,51.418923,2023-12-02T15:44:10.896866+03:30
cQtOSVpc54o=,3,jordan,tehran,17299,138,125,2,5,1,True,True,True,True,35.764398,51.418923,2023-12-02T15:44:11.081527+03:30
vG7R49RSFnU=,3,jordan,tehran,15500,144,107,2,6,3,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:11.197486+03:30
bEtBKpyxNJc=,3,jordan,tehran,10500,131,80,2,15,5,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:11.281508+03:30
Y2vNtG4OOyI=,3,jordan,tehran,17500,175,100,1,5,6,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:11.666502+03:30
jjiG21kbfpY=,3,jordan,tehran,19000,200,95,0,4,3,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:11.813423+03:30
bTV3~O18jOE=,3,jordan,tehran,57500,246,233,1,3,6,True,False,True,False,35.764398,51.418923,2023-12-02T15:44:12.183260+03:30
TddTcXbXH60=,3,jordan,tehran,23600,85,277,5,40,1,False,False,False,False,35.764398,51.418923,2023-12-02T15:44:12.346265+03:30
xPhrnEvzk1k=,3,jordan,tehran,24000,109,220,6,35,2,True,True,False,False,35.764398,51.418923,2023-12-02T15:44:13.323622+03:30
Z10XikbW~BY=,3,darrous,tehran,19800,165,120,3,8,2,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:13.423958+03:30
P_~KDYmmqu0=,3,darrous,tehran,3990,133,30,1,15,3,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:13.740156+03:30
Ggh_FsoyLMc=,3,darrous,tehran,34000,212,160,3,2,7,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:13.955917+03:30
PVcnK6rXn4I=,3,darrous,tehran,30000,166,180,3,10,6,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:14.009317+03:30
02QsRQjzX9M=,3,darrous,tehran,31000,155,200,3,18,5,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:14.125481+03:30
25gENPMGIg0=,3,jordan,tehran,15700,191,82,1,2,3,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:14.846671+03:30
e~KLO_TbmNk=,3,jordan,tehran,7900,108,73,2,20,3,False,False,True,False,35.764398,51.418923,2023-12-02T15:44:15.394471+03:30
uujHrBvmOJs=,3,darrous,tehran,52000,216,240,3,1,4,True,True,True,False,35.771154,51.451181,2023-12-02T15:44:15.463229+03:30
HSeSGXVL7g0=,3,darrous,tehran,22460,249,90,1,4,4,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:16.417573+03:30
~u2eh1iqvp0=,3,darrous,tehran,36000,180,200,3,17,3,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:16.713809+03:30
6c2SM4VzFKo=,3,darrous,tehran,35600,215,165,3,1,7,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:17.014000+03:30
SaCM_xZxJgY=,3,darrous,tehran,20000,125,160,3,16,2,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:17.663665+03:30
VzOAMxOYT88=,3,vanak,tehran,20000,155,129,3,25,1,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:18.142204+03:30
lPL9CYqpLAs=,3,vanak,tehran,19000,95,200,3,20,2,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:18.180239+03:30
5g9aHi7lbA8=,3,vanak,tehran,20000,111,180,3,25,3,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:18.348858+03:30
toQrI4zuizY=,3,darrous,tehran,18200,161,113,2,13,2,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:18.383883+03:30
f9zzU8tExNA=,3,vanak,tehran,13500,96,140,3,32,1,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:19.053866+03:30
YAp~oTUVoek=,3,vanak,tehran,11000,110,100,3,28,3,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:19.090725+03:30
hWYQQJqc~cM=,3,vanak,tehran,13000,126,103,2,15,3,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:19.059450+03:30
P_XHPab0dHA=,3,darrous,tehran,16800,176,95,2,7,3,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:19.191066+03:30
095C2YcSQFg=,3,darrous,tehran,28160,156,180,3,20,1,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:19.259914+03:30
qumo23A90Mw=,3,vanak,tehran,21000,140,150,3,12,5,True,True,True,False,35.759555,51.397777,2023-12-02T15:44:19.380204+03:30
aIIEJS5WflA=,3,jordan,tehran,13500,122,110,2,20,1,True,True,True,False,35.764398,51.418923,2023-12-02T15:44:19.514746+03:30
6cKcy_IaNb4=,3,darrous,tehran,28000,204,137,3,12,5,True,True,True,False,35.772235,51.454586,2023-12-02T15:44:19.581810+03:30
1Kr~lfANbws=,3,vanak,tehran,16000,118,135,3,30,3,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:19.775160+03:30
abUd_lPaU90=,3,vanak,tehran,28000,193,145,3,30,3,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:19.813797+03:30
jZEwm~oTGtQ=,3,vanak,tehran,17000,180,94,2,1,3,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:20.338476+03:30
0IwfvVGYzVE=,3,vanak,tehran,20000,155,129,3,25,1,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:20.330352+03:30
nA10S4G1H7Q=,3,vanak,tehran,15000,95,157,4,30,3,False,True,True,False,35.757537,51.409789,2023-12-02T15:44:20.526660+03:30
HM~GCQQMwu4=,3,vanak,tehran,20000,121,164,3,40,4,True,True,False,False,35.757537,51.409789,2023-12-02T15:44:20.943227+03:30
7qzSO8rwEWE=,3,sheikh-bahaee,tehran,10000,125,80,2,20,2,True,True,False,False,35.765915,51.394894,2023-12-02T15:44:20.981043+03:30
bDkd_5pJkXE=,3,vanak,tehran,21850,115,190,3,11,4,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:21.027909+03:30
U8HIje~VlvM=,3,vanak,tehran,32000,188,170,3,1,3,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:21.127903+03:30
Ng3km2p2OFU=,3,vanak,tehran,10500,116,90,2,20,4,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:21.181323+03:30
rMbdoGu33cM=,3,vanak,tehran,11300,86,130,3,28,4,True,True,True,True,35.757537,51.409789,2023-12-02T15:44:21.344159+03:30
~DAacknE1ro=,3,sheikh-bahaee,tehran,14445,135,107,2,20,2,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:21.413206+03:30
coidyprISow=,3,vanak,tehran,19000,118,160,3,26,4,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:21.626603+03:30
2Mo8w0rA3Xw=,3,sheikh-bahaee,tehran,10000,54,185,3,13,5,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:22.241744+03:30
9iOEF5YZIFc=,3,sheikh-bahaee,tehran,29000,164,176,3,5,4,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:22.295170+03:30
NuHRSyCXd9c=,3,sheikh-bahaee,tehran,20000,139,143,2,6,5,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:22.511205+03:30
rTABzLg6GLs=,3,sheikh-bahaee,tehran,27000,133,202,3,17,4,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:23.559006+03:30
amAoWm1~AwY=,3,sheikh-bahaee,tehran,19000,131,145,3,22,2,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:23.596848+03:30
55hfz7JX93s=,3,sheikh-bahaee,tehran,9700,97,100,2,29,1,False,False,False,True,35.765915,51.394894,2023-12-02T15:44:23.781059+03:30
dfSfSFVGqd4=,3,sheikh-bahaee,tehran,9600,160,60,1,16,12,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:24.028660+03:30
TkI4HUbG7rc=,3,sheikh-bahaee,tehran,13900,178,78,1,1,5,True,False,True,False,35.765915,51.394894,2023-12-02T15:44:24.097516+03:30
KA0IYRd2WCU=,3,sheikh-bahaee,tehran,21850,115,190,3,24,5,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:24.059911+03:30
uimnopMXwMY=,3,sheikh-bahaee,tehran,16500,135,122,2,12,2,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:24.144399+03:30
m3Ha7i4jq2o=,3,vanak,tehran,11000,146,75,2,20,5,True,True,True,False,35.757537,51.409789,2023-12-02T15:44:24.398098+03:30
Uq6QnsToyM0=,3,sheikh-bahaee,tehran,12700,118,107,2,14,1,True,True,True,True,35.761264,51.393835,2023-12-02T15:44:24.582734+03:30
l343tWHhSEQ=,3,sheikh-bahaee,tehran,16000,115,139,3,22,5,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:24.760888+03:30
Cpl6Yj4sJKM=,3,sheikh-bahaee,tehran,7500,120,62,1,18,3,True,False,False,False,35.765915,51.394894,2023-12-02T15:44:25.145965+03:30
4jIfbQ4nu7k=,3,sheikh-bahaee,tehran,6800,71,95,2,20,2,True,False,False,False,35.765915,51.394894,2023-12-02T15:44:25.415584+03:30
RRoZbND4jHo=,3,sheikh-bahaee,tehran,9600,160,60,1,18,4,True,False,True,False,35.765915,51.394894,2023-12-02T15:44:25.547180+03:30
lN8meK6q9Uw=,1,niavaran,tehran,47000,174,270,4,14,2,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:25.684933+03:30
AjQdSVPyZnk=,3,sheikh-bahaee,tehran,12000,133,90,2,18,4,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:25.831819+03:30
o0SPl1~_E7w=,3,sheikh-bahaee,tehran,22080,115,192,3,23,4,True,True,True,False,35.765915,51.394894,2023-12-02T15:44:26.079295+03:30
6St4ckBFqRQ=,1,niavaran,tehran,50000,166,300,4,15,4,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:26.117103+03:30
x5iEC8nxNSw=,1,niavaran,tehran,40000,173,230,3,4,4,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:26.217036+03:30
nhVjGOocGcc=,1,niavaran,tehran,25000,166,150,3,6,3,True,True,True,False,35.811988,51.441942,2023-12-02T15:44:26.263910+03:30
0dnEVmf7uAs=,1,niavaran,tehran,34000,161,210,3,15,2,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:26.348769+03:30
wj0HuNu4InE=,3,sheikh-bahaee,tehran,13000,152,85,2,8,1,True,False,True,False,35.765915,51.394894,2023-12-02T15:44:26.941573+03:30
~upZo_MCvRg=,1,niavaran,tehran,18800,170,110,2,8,4,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:27.051339+03:30
_39QQ8cNJMw=,1,niavaran,tehran,37000,148,250,3,14,2,True,True,True,True,35.815921,51.470221,2023-12-02T15:44:27.136123+03:30
wBp0NlRobGY=,1,niavaran,tehran,22000,113,193,3,15,3,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:27.182994+03:30
r68kMK3_Wuo=,1,niavaran,tehran,44000,217,202,3,15,3,True,True,True,False,35.815588,51.450863,2023-12-02T15:44:27.553366+03:30
x9h_rFv124w=,3,sheikh-bahaee,tehran,7000,101,69,2,23,2,False,False,False,False,35.765915,51.394894,2023-12-02T15:44:27.691440+03:30
QGolHu3Mb5M=,3,pasdaran,tehran,14350,107,133,2,18,3,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:28.492604+03:30
dM9c3JHjNzk=,1,niavaran,tehran,24000,177,135,2,3,2,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:28.840179+03:30
xSXMRWvftGY=,1,niavaran,tehran,35000,209,167,3,4,3,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:28.909223+03:30
tGjDiI~cuuY=,1,niavaran,tehran,24000,152,157,3,20,2,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:29.489504+03:30
tyruEXg7bUs=,1,niavaran,tehran,52000,213,243,4,8,5,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:29.541607+03:30
r7hQUzzwLu0=,1,niavaran,tehran,37000,148,250,4,11,5,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:29.579520+03:30
vdfgNVpVXpw=,1,niavaran,tehran,20000,200,100,2,13,4,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:29.620489+03:30
zGJEOHT8ZMc=,3,pasdaran,tehran,11000,115,95,2,15,1,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:29.670896+03:30
Xgkw7d7kJ1Q=,1,niavaran,tehran,40000,175,228,3,6,4,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:29.719359+03:30
NjE4Hv5zcdw=,1,niavaran,tehran,15450,150,103,2,7,4,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:29.765053+03:30
KhBvoJUCDao=,3,pasdaran,tehran,18300,101,180,3,18,2,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:30.287606+03:30
DwAMeucJtpk=,3,pasdaran,tehran,16200,139,116,3,9,1,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:30.420881+03:30
Z4i6YHoaYkQ=,3,pasdaran,tehran,19600,118,165,3,12,3,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:30.545721+03:30
jU2S0zruTog=,3,pasdaran,tehran,8450,124,68,2,6,2,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:30.600408+03:30
_KkVPSWoUVc=,3,pasdaran,tehran,14300,110,130,2,18,3,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:30.616060+03:30
5qlUr5uLS1o=,1,niavaran,tehran,14000,140,100,2,2,4,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:30.647311+03:30
T85DDdMpVOE=,3,pasdaran,tehran,21000,123,170,3,20,5,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:30.800821+03:30
d31EINVGW5A=,3,pasdaran,tehran,12640,138,91,2,8,2,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:30.800821+03:30
q6fs3KG5x1A=,3,pasdaran,tehran,8000,131,61,1,17,2,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.016975+03:30
_QKsGWY6M90=,3,pasdaran,tehran,11000,100,110,2,16,1,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.302259+03:30
kyJQE~NRc1o=,1,niavaran,tehran,20000,166,120,2,1,1,True,True,True,False,35.815921,51.470221,2023-12-02T15:44:31.349168+03:30
9UlAR5P139Y=,3,pasdaran,tehran,11500,117,98,2,18,1,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.380414+03:30
oULfWiPfAiQ=,3,pasdaran,tehran,21000,170,123,2,5,3,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.433846+03:30
feFzqMoB3Tg=,3,pasdaran,tehran,14200,106,133,3,14,3,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.581032+03:30
vmHpQx3iWiQ=,3,pasdaran,tehran,15500,124,125,3,17,3,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.650070+03:30
qFKZ32I2hUs=,3,pasdaran,tehran,11300,115,98,2,18,2,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.696945+03:30
dOabvAux9g8=,3,pasdaran,tehran,15000,120,125,3,5,7,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:31.998243+03:30
SzQ3YjRFIAc=,3,pasdaran,tehran,22000,157,140,3,1,5,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:32.221229+03:30
a5HdE0VyXH8=,3,pasdaran,tehran,20500,116,176,3,17,2,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:32.707731+03:30
TY2w~ON5Edk=,3,pasdaran,tehran,13480,149,90,2,1,5,True,True,True,False,35.771362,51.457899,2023-12-02T15:44:33.102110+03:30
