id,region,town,city,price,price_per_meter,area,room_count,oldness,floor_count,has_parking,has_storeroom,has_elevator,has_loan,lat,lon,updated_at
3tLmSe16p6o=,5,north-jannat-abad,tehran,6200,80,77,2,12,5,True,True,True,False,35.772435,51.307705,2023-12-02T15:46:35.671983+03:30
DiN9fTRAQrw=,5,south-shahran,tehran,10000,83,120,2,4,4,True,True,True,True,35.757161,51.291987,2023-12-02T15:46:36.273218+03:30
tUV6x09DMO0=,5,north-jannat-abad,tehran,6860,70,98,2,16,3,False,False,False,False,35.772435,51.307705,2023-12-02T15:46:36.357015+03:30
33DP8_ujCc8=,5,north-jannat-abad,tehran,16700,111,150,2,10,5,True,True,True,True,35.772435,51.307705,2023-12-02T15:46:36.340292+03:30
94p3JZsbsJQ=,5,north-jannat-abad,tehran,6650,67,98,2,17,2,True,True,False,True,35.772435,51.307705,2023-12-02T15:46:36.390256+03:30
ldP5QUUlV1Q=,5,south-shahran,tehran,18100,124,145,3,1,1,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:36.447127+03:30
O8aC~eUIRes=,5,south-shahran,tehran,5200,104,50,1,15,2,True,True,True,False,35.758383,51.293246,2023-12-02T15:46:36.790255+03:30
Vh7kziE0kTo=,5,north-jannat-abad,tehran,8100,98,82,2,8,5,True,True,True,False,35.772435,51.307705,2023-12-02T15:46:36.939962+03:30
lH4YPyZv9C8=,5,south-shahran,tehran,8900,86,103,3,4,5,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:38.313401+03:30
OU~4YfNxCFs=,5,south-shahran,tehran,10000,83,120,2,4,4,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:38.443431+03:30
IdJzkB696Ac=,5,eram,tehran,4750,95,50,1,15,1,True,True,True,False,35.724436,51.29159,2023-12-02T15:46:38.646707+03:30
EosXLTKyr5M=,5,south-shahran,tehran,9900,82,120,2,4,4,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:38.770267+03:30
noUuHyHKC3A=,5,south-shahran,tehran,4500,90,50,1,16,3,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:38.805460+03:30
2E~8pwF9WdI=,5,south-shahran,tehran,8900,86,103,3,4,5,True,True,True,True,35.757161,51.291987,2023-12-02T15:46:39.130486+03:30
nUDPcRCrUK8=,5,eram,tehran,7550,112,67,2,13,2,True,True,True,False,35.727603,51.293743,2023-12-02T15:46:39.322825+03:30
QsZ1TYEKk90=,5,south-shahran,tehran,9200,89,103,3,3,5,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:39.555580+03:30
Z~lhfLUgOgk=,5,north-jannat-abad,tehran,6100,79,77,2,11,5,True,True,True,False,35.772435,51.307705,2023-12-02T15:46:40.077104+03:30
k7Hinc4hFko=,5,south-shahran,tehran,10000,83,120,2,4,4,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:40.122181+03:30
KY~Krul8ITM=,5,south-shahran,tehran,4700,104,45,1,15,5,True,True,True,False,35.757356,51.289331,2023-12-02T15:46:40.153439+03:30
EkrrGJA~rqQ=,5,south-shahran,tehran,10000,83,120,2,4,4,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:40.204982+03:30
eczgcvIUxks=,5,north-jannat-abad,tehran,11200,98,114,2,1,4,True,True,True,False,35.772435,51.307705,2023-12-02T15:46:40.254961+03:30
SBbnEGXooPg=,5,south-shahran,tehran,5720,110,52,2,18,1,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:40.320984+03:30
ofNmQHp5RWg=,5,eram,tehran,10400,89,116,3,8,2,True,True,True,False,35.72862,51.290073,2023-12-02T15:46:40.346350+03:30
H6bWvlk1JYk=,5,south-shahran,tehran,4350,79,55,1,20,3,True,True,False,False,35.757161,51.291987,2023-12-02T15:46:40.402349+03:30
n8VNCcJX62A=,5,south-shahran,tehran,8750,84,103,3,4,5,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:40.554704+03:30
7_KxXJwdgWM=,5,south-shahran,tehran,10000,83,120,2,4,4,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:40.938820+03:30
Lwvu4deKvfo=,5,eram,tehran,5600,93,60,2,17,2,True,True,True,False,35.724436,51.29159,2023-12-02T15:46:40.979493+03:30
eLPJXAhF5Ks=,5,eram,tehran,7300,90,81,2,9,5,True,True,True,False,35.724436,51.29159,2023-12-02T15:46:41.488520+03:30
di8NNk~N7pk=,5,south-shahran,tehran,4800,80,60,1,20,3,True,True,False,True,35.757161,51.291987,2023-12-02T15:46:42.206621+03:30
Ckra~pRSClc=,5,south-shahran,tehran,10000,83,120,2,4,4,True,True,True,True,35.757161,51.291987,2023-12-02T15:46:42.306028+03:30
kEZqlHyfBjY=,5,eram,tehran,7600,92,82,2,18,2,True,True,True,False,35.728577,51.28975,2023-12-02T15:46:42.571636+03:30
7HODSdFBe3k=,5,eram,tehran,7200,88,81,2,9,5,True,True,True,False,35.724436,51.29159,2023-12-02T15:46:42.853213+03:30
S9BuEzudsDE=,5,eram,tehran,4950,91,54,1,12,2,True,True,True,False,35.728679,51.29035,2023-12-02T15:46:43.355029+03:30
fZ2OX~P3QP8=,5,south-shahran,tehran,10000,83,120,2,4,5,True,True,True,False,35.757161,51.291987,2023-12-02T15:46:43.404571+03:30
xrO3Lgx0Qaw=,5,eram,tehran,5400,98,55,1,15,1,True,True,True,False,35.724436,51.29159,2023-12-02T15:46:43.441406+03:30
heN3Up6MTz0=,5,eram,tehran,3950,71,55,2,18,2,False,True,False,False,35.724436,51.29159,2023-12-02T15:46:43.488265+03:30
Q2Ip~1F59XQ=,5,eram,tehran,5400,90,60,2,17,3,True,True,True,False,35.728438,51.290168,2023-12-02T15:46:43.525967+03:30
yV~6mw3RstI=,5,eram,tehran,4800,90,53,1,14,2,True,True,True,False,35.728604,51.289834,2023-12-02T15:46:43.571912+03:30
ozFQr1_2dyk=,5,naft-town,tehran,9500,100,95,2,1,6,True,True,True,True,35.787367,51.337841,2023-12-02T15:46:44.236852+03:30
sxiOAIlpnJA=,5,eram,tehran,5100,89,57,1,7,3,True,True,True,False,35.728551,51.289891,2023-12-02T15:46:44.729852+03:30
eG0wnVA~3XI=,5,eram,tehran,6350,90,70,2,17,2,True,True,True,False,35.728598,51.290368,2023-12-02T15:46:44.754061+03:30
rGZNHj_gSuU=,5,eram,tehran,7150,99,72,2,5,4,True,True,True,False,35.728672,51.290199,2023-12-02T15:46:44.785310+03:30
Fw_aUoccXpU=,5,naft-town,tehran,4750,105,45,1,13,1,True,True,True,False,35.782855,51.334261,2023-12-02T15:46:44.829882+03:30
YhC_PE3YZqM=,5,naft-town,tehran,15300,128,119,3,2,4,True,True,True,False,35.765651,51.32996,2023-12-02T15:46:44.862138+03:30
Zqdw2OTQUew=,5,eram,tehran,6800,90,75,2,14,4,True,True,True,False,35.724436,51.29159,2023-12-02T15:46:45.798790+03:30
J9T3_HjmVME=,5,eram,tehran,6900,76,90,2,18,2,True,True,False,False,35.724436,51.29159,2023-12-02T15:46:46.104973+03:30
fizLMxM2cS4=,5,naft-town,tehran,8900,104,85,2,10,4,True,True,True,False,35.787367,51.337841,2023-12-02T15:46:46.121903+03:30
FzO~bap6_IM=,5,naft-town,tehran,11760,140,84,2,1,6,True,True,True,False,35.784886,51.336861,2023-12-02T15:46:46.954979+03:30
69x6zxD6ZpQ=,5,naft-town,tehran,11136,128,87,2,1,6,True,True,True,False,35.783616,51.336748,2023-12-02T15:46:47.121668+03:30
XnRcAL9d91I=,5,naft-town,tehran,5000,90,55,1,12,3,True,True,False,False,35.787367,51.337841,2023-12-02T15:46:47.244618+03:30
L_5SgD1xGcM=,5,naft-town,tehran,9600,101,95,2,3,5,True,True,True,True,35.787367,51.337841,2023-12-02T15:46:47.489658+03:30
A1QoJBiN0~c=,5,eram,tehran,5400,98,55,2,16,3,True,True,True,False,35.72865,51.289917,2023-12-02T15:46:47.587887+03:30
JmXoMF9YEFA=,5,eram,tehran,4800,87,55,1,18,1,True,True,True,False,35.724436,51.29159,2023-12-02T15:46:47.607545+03:30
BbvPlbn7ZVo=,5,naft-town,tehran,5700,100,57,1,16,3,True,True,True,False,35.787367,51.337841,2023-12-02T15:46:48.028204+03:30
qcIDb_YjSSA=,5,naft-town,tehran,8500,108,78,2,9,2,True,True,True,False,35.787367,51.337841,2023-12-02T15:46:48.253051+03:30
15hyMyj3lG4=,5,bagh-feyz,tehran,6300,87,72,2,6,1,True,True,True,False,35.765651,51.32996,2023-12-02T15:46:48.804092+03:30
xt9TWv1iZDc=,5,bagh-feyz,tehran,6750,78,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:49.116272+03:30
N4lojYJDBLs=,5,bagh-feyz,tehran,6800,80,85,2,6,4,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:49.247526+03:30
28B85PyVy_o=,5,naft-town,tehran,7350,86,85,2,15,7,True,True,True,False,35.787367,51.337841,2023-12-02T15:46:49.263154+03:30
tZEnRL6R3rE=,5,naft-town,tehran,7300,100,73,2,17,2,True,True,True,False,35.765651,51.32996,2023-12-02T15:46:49.263154+03:30
Z~QNNL3R8rM=,5,naft-town,tehran,5500,91,60,1,20,3,True,True,True,False,35.787367,51.337841,2023-12-02T15:46:49.461418+03:30
o0RpQW3fomM=,5,bagh-feyz,tehran,6500,76,85,2,10,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:49.709337+03:30
9HPwBEGl4us=,5,bagh-feyz,tehran,6750,78,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:49.754160+03:30
TImSmbwaLAg=,5,bagh-feyz,tehran,6750,78,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:50.020306+03:30
HbVaY8R8Nd8=,5,bagh-feyz,tehran,6900,89,77,2,20,2,True,True,False,False,35.751218,51.325133,2023-12-02T15:46:50.037805+03:30
jMIjkQGrySo=,5,bagh-feyz,tehran,6800,79,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:50.071501+03:30
eYuzu0amBpU=,5,bagh-feyz,tehran,6800,79,86,2,9,4,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:50.121211+03:30
XTbJeJk53UU=,5,bagh-feyz,tehran,5800,101,57,1,7,2,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:50.438341+03:30
ts1fezHLDkE=,5,naft-town,tehran,9500,110,86,2,5,4,True,True,True,False,35.787367,51.337841,2023-12-02T15:46:50.493240+03:30
OutD9M9iLms=,5,bagh-feyz,tehran,7230,85,85,2,16,3,True,True,True,False,35.747453,51.320958,2023-12-02T15:46:50.497167+03:30
xwHBuJ9KumA=,5,bagh-feyz,tehran,6800,79,86,2,9,4,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:50.688000+03:30
O995cYlYNpU=,5,bagh-feyz,tehran,6600,76,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:50.825371+03:30
Xi0etWLJ5R0=,5,bagh-feyz,tehran,6800,79,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:51.220331+03:30
PK9vG~Eh3bk=,5,bagh-feyz,tehran,6500,76,85,2,8,4,True,True,True,True,35.745839,51.323426,2023-12-02T15:46:51.362942+03:30
D4Jm9~ySL7Q=,5,bagh-feyz,tehran,6750,78,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:51.521120+03:30
v4FAXEXz~iY=,5,bagh-feyz,tehran,11300,88,128,3,11,1,True,False,True,False,35.745839,51.323426,2023-12-02T15:46:51.881296+03:30
F8Xg3g~V2tw=,5,bagh-feyz,tehran,6600,76,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:52.234425+03:30
hcKLseJBhto=,5,bagh-feyz,tehran,6800,79,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:52.720150+03:30
IjoX_g7UrT4=,5,bagh-feyz,tehran,6800,79,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:52.774997+03:30
_2wskcyxO3Y=,5,parvaz-town,tehran,6600,94,70,2,21,2,True,True,True,False,35.732695,51.309014,2023-12-02T15:46:53.272699+03:30
stR7tjacTqg=,5,parvaz-town,tehran,4600,82,56,1,18,1,True,True,False,True,35.72272,51.305808,2023-12-02T15:46:53.488697+03:30
AzF5YRZ_H8s=,5,bagh-feyz,tehran,6800,79,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:53.661365+03:30
8FIunOZJnI0=,5,parvaz-town,tehran,5700,114,50,1,10,3,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:53.779624+03:30
esnWj3V7WcE=,5,parvaz-town,tehran,6100,101,60,1,9,3,True,True,True,False,35.729073,51.307646,2023-12-02T15:46:53.824003+03:30
RPXnSb4YQLE=,5,parvaz-town,tehran,5400,77,70,2,17,1,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:54.653287+03:30
50fwL53_nYM=,5,bagh-feyz,tehran,6800,79,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:54.767018+03:30
GvWgpuOXJVo=,5,parvaz-town,tehran,6800,82,82,2,19,4,True,True,True,False,35.726866,51.304024,2023-12-02T15:46:54.899553+03:30
cvNECPRuXwM=,5,parvaz-town,tehran,9500,95,100,2,10,6,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:54.942820+03:30
kwNG5~GpjyA=,5,parvaz-town,tehran,5400,66,81,2,20,4,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:54.982825+03:30
8DCd7NDN0ts=,5,parvaz-town,tehran,6500,86,75,2,18,1,True,True,False,False,35.72272,51.305808,2023-12-02T15:46:55.067339+03:30
pW0O099BsnY=,5,abazar,tehran,17900,137,130,3,5,5,True,True,True,False,35.730598,51.330312,2023-12-02T15:46:55.192535+03:30
iEVNKAdAt68=,5,parvaz-town,tehran,6660,121,55,1,3,5,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:55.154505+03:30
~~GYx5YZang=,5,parvaz-town,tehran,7150,94,76,2,16,1,True,True,True,False,35.728334,51.305975,2023-12-02T15:46:55.236833+03:30
WR6OWlNIU_c=,5,parvaz-town,tehran,5000,90,55,1,10,3,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:55.513266+03:30
Hsn7Zaj_vDM=,5,bagh-feyz,tehran,6800,78,87,2,9,4,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:55.561004+03:30
AQukrn_Gy2A=,5,bagh-feyz,tehran,6600,76,86,2,9,5,True,True,True,False,35.745839,51.323426,2023-12-02T15:46:55.595482+03:30
wuKBiHjyzU0=,5,parvaz-town,tehran,9500,95,100,2,8,4,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:55.939333+03:30
VAHCLpLBHAM=,5,parvaz-town,tehran,5800,82,70,2,15,3,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:55.978819+03:30
GcLeYMChTdU=,5,abazar,tehran,6150,76,80,2,15,1,True,True,True,False,35.731616,51.32859,2023-12-02T15:46:56.087957+03:30
o9Fx1xCzIWE=,5,abazar,tehran,5100,85,60,2,15,1,True,True,True,False,35.736847,51.3247,2023-12-02T15:46:56.120285+03:30
WfIFbJMRddg=,5,parvaz-town,tehran,6800,123,55,1,3,5,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:56.173624+03:30
cU0WpYuOBSM=,5,parvaz-town,tehran,5950,91,65,2,17,2,True,True,True,False,35.728142,51.307606,2023-12-02T15:46:56.237519+03:30
x2gNdmGTJwI=,5,parvaz-town,tehran,4820,87,55,1,18,1,True,True,True,False,35.726425,51.306469,2023-12-02T15:46:56.451150+03:30
T0nOlx_TdHA=,5,abazar,tehran,17650,105,168,3,17,3,True,True,True,False,35.732492,51.319842,2023-12-02T15:46:56.572321+03:30
8xEtMJNBpSY=,5,parvaz-town,tehran,7150,102,70,2,5,5,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:56.809442+03:30
RnfWitPD9nw=,5,abazar,tehran,9200,83,110,2,14,5,True,True,True,False,35.729587,51.326332,2023-12-02T15:46:57.045574+03:30
6nQFD9KXtuI=,5,parvaz-town,tehran,4650,66,70,2,19,4,True,True,False,False,35.726274,51.306308,2023-12-02T15:46:57.296882+03:30
tL2QZ3ynhYQ=,5,parvaz-town,tehran,5200,78,66,1,17,2,True,True,False,False,35.72272,51.305808,2023-12-02T15:46:57.328879+03:30
1w54hBzHLCM=,5,parvaz-town,tehran,4850,88,55,1,15,1,True,True,True,False,35.72272,51.305808,2023-12-02T15:46:57.579469+03:30
fwMzuWFz7K8=,5,abazar,tehran,7900,105,75,2,5,2,True,True,True,False,35.732896,51.33273,2023-12-02T15:46:57.704257+03:30
t53nvAYL70U=,5,abazar,tehran,7000,93,75,2,15,3,True,True,True,False,35.728627,51.328421,2023-12-02T15:46:57.904026+03:30
OQo5zBxk07Q=,5,abazar,tehran,12500,104,120,3,19,4,True,True,True,False,35.730226,51.326273,2023-12-02T15:46:57.920769+03:30
t2GKq6iXKlk=,5,abazar,tehran,7900,105,75,2,5,2,True,True,True,False,35.733581,51.33248,2023-12-02T15:46:57.952033+03:30
K6IWa41mSCs=,5,abazar,tehran,13500,108,125,3,15,3,True,True,True,False,35.705,51.4216,2023-12-02T15:46:58.108281+03:30
nSblUDTmwhY=,5,abazar,tehran,12720,106,120,3,19,4,True,True,True,False,35.730598,51.330312,2023-12-02T15:46:58.253193+03:30
SZ37hzweEs4=,5,abazar,tehran,8300,106,78,2,21,2,True,False,True,False,35.728654,51.32836,2023-12-02T15:46:59.045109+03:30
Z_STlylrH7c=,5,south-jannat-abad,tehran,12000,100,120,3,6,2,True,True,True,False,35.747186,51.302465,2023-12-02T15:46:59.097022+03:30
TWADTUux6Do=,5,abazar,tehran,5700,101,56,1,10,2,True,True,True,False,35.730598,51.330312,2023-12-02T15:46:59.233671+03:30
vgA4bu6VgZ8=,5,abazar,tehran,8400,107,78,2,18,2,True,True,True,False,35.730598,51.330312,2023-12-02T15:46:59.254178+03:30
OQeil0ACWcQ=,5,south-jannat-abad,tehran,11500,100,115,3,7,1,True,True,True,True,35.747186,51.302465,2023-12-02T15:46:59.621243+03:30
8cjdj5FeGVY=,5,abazar,tehran,6500,86,75,2,16,2,True,True,True,False,35.730598,51.330312,2023-12-02T15:47:00.020598+03:30
zk0CiScdw3g=,5,south-jannat-abad,tehran,8500,87,97,2,12,4,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:00.080832+03:30
J6Xvy02s0Vk=,5,south-jannat-abad,tehran,9000,90,100,2,15,3,True,True,True,False,35.739244,51.312182,2023-12-02T15:47:00.137245+03:30
C1V7Oe3Yuqo=,5,south-jannat-abad,tehran,7800,104,75,2,10,1,True,True,True,False,35.748465,51.301395,2023-12-02T15:47:00.224844+03:30
ioXIlATkaMM=,5,south-jannat-abad,tehran,12600,99,127,3,9,3,True,True,True,True,35.747186,51.302465,2023-12-02T15:47:00.224844+03:30
64_NQDy7zsk=,5,south-jannat-abad,tehran,13279,99,133,2,14,4,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:00.360360+03:30
M96lNb52fto=,5,south-jannat-abad,tehran,9000,103,87,2,9,4,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:00.486477+03:30
5pfVeY2msMY=,5,south-jannat-abad,tehran,8100,92,88,2,22,2,True,True,False,False,35.747186,51.302465,2023-12-02T15:47:00.570987+03:30
FBYilR18~4Q=,5,abazar,tehran,6300,84,75,2,16,1,True,True,True,False,35.730598,51.330312,2023-12-02T15:47:00.766358+03:30
BhF6vJMz3fw=,5,south-jannat-abad,tehran,4350,80,54,1,18,1,False,True,False,False,35.750773,51.304094,2023-12-02T15:47:00.804497+03:30
jsjpf2OBKZ0=,5,abazar,tehran,6300,84,75,2,18,1,True,True,True,False,35.730598,51.330312,2023-12-02T15:47:00.958581+03:30
TA0IhBuHKjE=,5,abazar,tehran,4900,84,58,1,10,3,True,True,True,False,35.730598,51.330312,2023-12-02T15:47:00.987232+03:30
8cBBKPIl7Xo=,5,south-jannat-abad,tehran,12800,101,126,3,10,3,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:01.120670+03:30
64U93pNz~mE=,5,south-jannat-abad,tehran,11700,97,120,3,5,3,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:01.485461+03:30
VVqE3U3HOkc=,5,south-jannat-abad,tehran,13174,111,118,2,3,2,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:01.512612+03:30
tK7cQH~fjeA=,5,abazar,tehran,7000,107,65,1,10,2,True,True,True,False,35.730598,51.330312,2023-12-02T15:47:01.813304+03:30
sixyQi6RDrc=,5,south-jannat-abad,tehran,8390,110,76,2,8,1,True,True,True,True,35.747186,51.302465,2023-12-02T15:47:01.902919+03:30
G8b9~7kFsNg=,5,south-jannat-abad,tehran,8500,88,96,2,12,4,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:01.965418+03:30
VlHtgJS1a1A=,5,south-jannat-abad,tehran,12800,101,126,3,10,3,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:01.987395+03:30
Por1eG3q4lY=,5,south-jannat-abad,tehran,13000,103,126,3,10,3,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:02.287700+03:30
1byabwzEQ08=,5,south-jannat-abad,tehran,8400,102,82,2,13,3,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:02.403701+03:30
Q2e1dnRZ6Pk=,5,south-jannat-abad,tehran,7000,100,70,2,9,4,True,True,True,True,35.74538,51.311286,2023-12-02T15:47:02.436320+03:30
Xe5PYrYNDw4=,5,sardar-jangal,tehran,4950,82,60,1,18,4,True,True,True,False,35.767508,51.320739,2023-12-02T15:47:02.637506+03:30
QEj5Xt4f7H8=,5,sardar-jangal,tehran,10200,127,80,2,2,2,True,True,True,False,35.763909,51.325959,2023-12-02T15:47:02.668761+03:30
o__HK9IVaJw=,5,sardar-jangal,tehran,12300,100,123,3,8,1,True,True,True,False,35.765651,51.32996,2023-12-02T15:47:02.716935+03:30
y3XqGQGoiOg=,5,sardar-jangal,tehran,7500,69,108,2,17,3,True,True,False,False,35.76948,51.329112,2023-12-02T15:47:02.753931+03:30
rCoPMeOKeaI=,5,sardar-jangal,tehran,11600,131,88,2,4,6,True,True,True,False,35.759613,51.324944,2023-12-02T15:47:03.438219+03:30
m_16p0wE8wA=,5,sardar-jangal,tehran,7250,108,67,2,11,1,True,True,True,False,35.759613,51.324944,2023-12-02T15:47:03.770116+03:30
1veUJBgS5ZU=,5,south-jannat-abad,tehran,9090,103,88,2,8,4,True,True,True,True,35.747186,51.302465,2023-12-02T15:47:03.823082+03:30
HnFYMM1gwu4=,5,south-jannat-abad,tehran,4950,88,56,1,18,1,True,True,False,False,35.747186,51.302465,2023-12-02T15:47:03.931040+03:30
1lpj3qagiNk=,5,sardar-jangal,tehran,5900,88,67,2,17,4,True,True,False,False,35.75931,51.324825,2023-12-02T15:47:04.152865+03:30
r8NQ2cZDVsU=,5,south-jannat-abad,tehran,8400,112,75,2,10,1,True,True,True,True,35.747186,51.302465,2023-12-02T15:47:04.184118+03:30
Y9pPWXImpjc=,5,sardar-jangal,tehran,6000,98,61,2,6,5,True,True,True,False,35.765651,51.32996,2023-12-02T15:47:04.349135+03:30
g2hrKu~TPbs=,5,sardar-jangal,tehran,14300,96,148,3,11,3,True,True,True,False,35.759613,51.324944,2023-12-02T15:47:04.586975+03:30
pa_rRvNTasc=,5,sardar-jangal,tehran,5735,81,70,2,14,3,True,True,False,False,35.759613,51.324944,2023-12-02T15:47:04.618236+03:30
rc5a9om6aio=,5,south-jannat-abad,tehran,9100,104,87,2,9,4,True,True,True,False,35.747186,51.302465,2023-12-02T15:47:04.847334+03:30
SpcvSWsqBKw=,5,sardar-jangal,tehran,12300,139,88,2,5,6,True,True,True,False,35.765651,51.32996,2023-12-02T15:47:05.168693+03:30
OFKPEhp5f9I=,5,sardar-jangal,tehran,9450,126,75,2,9,2,True,True,True,False,35.759613,51.324944,2023-12-02T15:47:05.868295+03:30
zomTCJEo4U8=,5,sardar-jangal,tehran,8900,82,108,2,18,1,True,True,False,False,35.759613,51.324944,2023-12-02T15:47:05.954454+03:30
PRKJjvZ_oUM=,5,sardar-jangal,tehran,9800,130,75,2,15,1,True,True,True,False,35.765651,51.32996,2023-12-02T15:47:06.069606+03:30
AnCR7FSpups=,5,sardar-jangal,tehran,16800,128,131,3,8,1,True,True,True,False,35.759613,51.324944,2023-12-02T15:47:06.227555+03:30
KbjZMgV_N74=,5,sardar-jangal,tehran,10500,116,90,2,6,4,True,True,True,False,35.759613,51.324944,2023-12-02T15:47:06.463603+03:30
MUqbrrk2q0A=,5,sardar-jangal,tehran,8500,119,71,2,1,1,True,True,True,False,35.759613,51.324944,2023-12-02T15:47:06.521128+03:30
9y8ZWsrLwAY=,5,ashrafi-esfahani,tehran,7250,85,85,2,16,3,True,True,True,False,35.747087,51.331919,2023-12-02T15:47:06.630902+03:30
Ve52snYcMmQ=,5,sardar-jangal,tehran,5200,91,57,1,10,3,True,True,False,True,35.759613,51.324944,2023-12-02T15:47:06.926073+03:30
aJkUYjsyvS4=,5,ashrafi-esfahani,tehran,20400,240,85,2,1,7,True,True,True,False,35.747087,51.331919,2023-12-02T15:47:07.451744+03:30
RNVk_Zk6Srk=,5,ashrafi-esfahani,tehran,7250,90,80,2,15,5,True,True,True,False,35.747087,51.331919,2023-12-02T15:47:08.753695+03:30
ulWaoC2X200=,5,ashrafi-esfahani,tehran,9100,121,75,2,3,5,True,True,True,False,35.787822,51.332381,2023-12-02T15:47:08.795122+03:30
mDBKkUH_nnA=,5,ashrafi-esfahani,tehran,6000,84,71,1,11,2,True,True,True,False,35.747087,51.331919,2023-12-02T15:47:08.877615+03:30
~zWaPt_20uc=,5,ashrafi-esfahani,tehran,11000,84,130,2,5,4,True,True,True,True,35.745676,51.33203,2023-12-02T15:47:09.035944+03:30
71Qjx_4wmvQ=,5,ashrafi-esfahani,tehran,7250,108,67,2,10,1,True,True,True,False,35.747087,51.331919,2023-12-02T15:47:09.153457+03:30
HJMFt6faZAs=,5,ashrafi-esfahani,tehran,6500,76,85,2,8,4,True,True,True,True,35.749194,51.331687,2023-12-02T15:47:09.770290+03:30
moIMaS34kEM=,5,ashrafi-esfahani,tehran,10000,125,80,2,8,6,True,True,True,False,35.765651,51.32996,2023-12-02T15:47:09.808266+03:30
ZB0PMxDcaTs=,5,sazman-ab,tehran,13200,88,150,3,4,1,True,True,True,False,35.736221,51.301156,2023-12-02T15:47:09.933804+03:30
4l3nNavAcwE=,5,ashrafi-esfahani,tehran,21600,180,120,1,5,4,True,True,True,True,35.747087,51.331919,2023-12-02T15:47:09.933804+03:30
Pkjb43kyYQI=,5,sazman-ab,tehran,9200,87,105,2,12,2,True,True,True,False,35.736707,51.288536,2023-12-02T15:47:10.036024+03:30
gQFrQzFbWAk=,5,sazman-ab,tehran,7900,75,105,3,19,1,True,True,True,False,35.743041,51.290022,2023-12-02T15:47:10.060416+03:30
pnG2LPZRaJs=,5,ashrafi-esfahani,tehran,6750,107,63,1,7,5,True,True,True,False,35.747087,51.331919,2023-12-02T15:47:10.126176+03:30
m1aM8hX9xEg=,5,ashrafi-esfahani,tehran,7300,91,80,2,15,5,True,True,True,False,35.765651,51.32996,2023-12-02T15:47:10.195211+03:30
TmkTB7K5uPQ=,5,ashrafi-esfahani,tehran,22000,184,119,0,4,3,True,True,True,False,35.747087,51.331919,2023-12-02T15:47:10.270052+03:30
poBe441Y~LA=,5,sazman-ab,tehran,7900,75,105,3,18,1,True,True,True,False,35.743041,51.290022,2023-12-02T15:47:10.944861+03:30
bXJxWIbZUlk=,5,sazman-ab,tehran,5700,83,68,2,18,4,True,True,True,False,35.743041,51.290022,2023-12-02T15:47:12.635674+03:30
